Roll Angle, Pitch Angle, AccX, AccY, AccZ, Timer
-1.30,-0.79,0.00,-0.02,0.89,9720983
-1.30,-0.78,0.00,-0.02,0.89,9724928
-1.30,-0.77,0.00,-0.02,0.89,9728866
-1.29,-0.76,0.00,-0.02,0.89,9732816
-1.29,-0.76,0.00,-0.02,0.89,9736768
-1.29,-0.75,0.01,-0.02,0.89,9740705
-1.29,-0.75,0.01,-0.02,0.89,9744660
-1.29,-0.75,0.01,-0.02,0.89,9748605
-1.29,-0.75,0.01,-0.02,0.89,9752553
-1.29,-0.75,0.01,-0.02,0.89,9756509
-1.29,-0.76,0.02,-0.02,0.89,9760455
-1.29,-0.76,0.02,-0.02,0.89,9764412
-1.29,-0.77,0.02,-0.02,0.89,9768362
-1.29,-0.77,0.02,-0.02,0.89,9772322
-1.29,-0.77,0.02,-0.02,0.89,9776272
-1.30,-0.78,0.02,-0.02,0.89,9780220
-1.30,-0.78,0.02,-0.02,0.89,9784172
-1.30,-0.79,0.02,-0.02,0.89,9788121
-1.30,-0.79,0.02,-0.02,0.89,9792076
-1.30,-0.80,0.02,-0.02,0.89,9796016
-1.30,-0.80,0.02,-0.02,0.89,9799963
-1.30,-0.81,0.02,-0.02,0.89,9803892
-1.31,-0.82,0.02,-0.02,0.89,9807841
-1.31,-0.83,0.02,-0.02,0.89,9811802
-1.31,-0.83,0.02,-0.02,0.89,9815752
-1.31,-0.84,0.03,-0.02,0.89,9819701
-1.31,-0.85,0.02,-0.02,0.89,9823641
-1.31,-0.85,0.02,-0.02,0.89,9827593
-1.31,-0.86,0.02,-0.02,0.89,9831541
-1.31,-0.86,0.02,-0.02,0.89,9835489
-1.32,-0.87,0.02,-0.02,0.89,9839452
-1.32,-0.86,0.01,-0.02,0.89,9843395
-1.32,-0.86,0.01,-0.02,0.89,9847353
-1.32,-0.86,0.01,-0.02,0.89,9851297
-1.32,-0.86,0.01,-0.02,0.89,9855252
-1.33,-0.85,0.01,-0.02,0.89,9859213
-1.33,-0.85,0.01,-0.02,0.89,9863160
-1.33,-0.85,0.01,-0.02,0.89,9867111
-1.33,-0.84,0.01,-0.02,0.89,9871048
-1.33,-0.84,0.01,-0.02,0.89,9875010
-1.33,-0.83,0.01,-0.02,0.89,9878956
-1.33,-0.83,0.01,-0.02,0.89,9882910
-1.32,-0.82,0.01,-0.02,0.89,9886862
-1.32,-0.82,0.01,-0.02,0.89,9890802
-1.33,-0.82,0.01,-0.02,0.89,9894756
-1.33,-0.81,0.01,-0.02,0.89,9898702
-1.33,-0.81,0.00,-0.02,0.89,9902651
-1.33,-0.80,0.00,-0.02,0.89,9906594
-1.33,-0.79,0.00,-0.02,0.89,9910534
-1.32,-0.79,0.00,-0.02,0.89,9914488
-1.32,-0.78,0.00,-0.02,0.89,9918426
-1.32,-0.78,0.00,-0.02,0.89,9922369
-1.32,-0.77,0.00,-0.02,0.89,9926310
-1.32,-0.77,0.00,-0.02,0.89,9930252
-1.32,-0.77,0.01,-0.02,0.89,9934207
-1.32,-0.76,0.01,-0.02,0.89,9938150
-1.32,-0.76,0.01,-0.02,0.89,9942106
-1.32,-0.76,0.01,-0.02,0.89,9946056
-1.32,-0.77,0.01,-0.02,0.89,9950014
-1.32,-0.77,0.02,-0.02,0.89,9953964
-1.32,-0.77,0.02,-0.02,0.89,9957911
-1.32,-0.78,0.02,-0.02,0.89,9961867
-1.32,-0.78,0.02,-0.02,0.89,9965812
-1.32,-0.79,0.02,-0.02,0.89,9969768
-1.32,-0.79,0.02,-0.02,0.89,9973707
-1.33,-0.80,0.02,-0.02,0.89,9977655
-1.33,-0.80,0.02,-0.02,0.89,9981598
-1.33,-0.81,0.02,-0.02,0.89,9985547
-1.33,-0.82,0.02,-0.02,0.89,9989498
-1.33,-0.82,0.02,-0.02,0.89,9993437
-1.33,-0.83,0.02,-0.02,0.89,9997397
-1.33,-0.83,0.02,-0.02,0.89,10001346
-1.33,-0.84,0.02,-0.02,0.89,10005301
-1.33,-0.85,0.02,-0.02,0.89,10009256
-1.33,-0.85,0.02,-0.02,0.89,10013204
-1.33,-0.85,0.02,-0.02,0.89,10017166
-1.33,-0.85,0.02,-0.02,0.89,10021115
-1.33,-0.86,0.02,-0.02,0.89,10025055
-1.33,-0.86,0.02,-0.02,0.89,10029004
-1.34,-0.86,0.01,-0.02,0.89,10032953
-1.34,-0.86,0.01,-0.02,0.89,10036903
-1.34,-0.85,0.01,-0.02,0.89,10040853
-1.34,-0.85,0.01,-0.02,0.89,10044805
-1.34,-0.85,0.01,-0.02,0.89,10048761
-1.34,-0.85,0.01,-0.02,0.89,10052705
-1.34,-0.85,0.01,-0.02,0.89,10056660
-1.34,-0.84,0.01,-0.02,0.89,10060605
-1.34,-0.84,0.01,-0.02,0.89,10064568
-1.34,-0.84,0.01,-0.02,0.89,10068512
-1.34,-0.84,0.01,-0.02,0.89,10072466
-1.33,-0.84,0.01,-0.02,0.89,10076422
-1.33,-0.83,0.01,-0.02,0.89,10080367
-1.33,-0.83,0.01,-0.02,0.89,10084324
-1.33,-0.83,0.01,-0.02,0.89,10088268
-1.33,-0.83,0.01,-0.02,0.89,10092221
-1.33,-0.83,0.01,-0.02,0.89,10096186
-1.33,-0.83,0.01,-0.02,0.89,10100133
-1.33,-0.82,0.01,-0.02,0.89,10104092
-1.33,-0.82,0.01,-0.02,0.89,10108033
-1.33,-0.82,0.01,-0.02,0.89,10111984
-1.33,-0.81,0.00,-0.02,0.89,10115936
-1.33,-0.81,0.01,-0.02,0.89,10119885
-1.33,-0.81,0.01,-0.02,0.89,10123845
-1.33,-0.81,0.01,-0.02,0.89,10127787
-1.33,-0.81,0.01,-0.02,0.89,10131737
-1.33,-0.80,0.01,-0.02,0.89,10135687
-1.33,-0.80,0.01,-0.02,0.89,10139635
-1.33,-0.80,0.01,-0.02,0.89,10143584
-1.33,-0.80,0.01,-0.02,0.89,10147529
-1.33,-0.80,0.01,-0.02,0.89,10151473
-1.33,-0.81,0.01,-0.02,0.89,10155427
-1.33,-0.81,0.01,-0.02,0.89,10159368
-1.33,-0.81,0.02,-0.02,0.89,10163316
-1.33,-0.81,0.02,-0.02,0.89,10167270
-1.33,-0.81,0.01,-0.02,0.89,10171223
-1.33,-0.81,0.01,-0.02,0.89,10175182
-1.33,-0.81,0.01,-0.02,0.89,10179129
-1.33,-0.81,0.01,-0.02,0.89,10183089
-1.33,-0.81,0.01,-0.02,0.89,10187039
-1.33,-0.81,0.01,-0.02,0.89,10190998
-1.33,-0.81,0.02,-0.02,0.89,10194948
-1.33,-0.82,0.02,-0.02,0.89,10198895
-1.33,-0.82,0.02,-0.02,0.89,10202852
-1.33,-0.82,0.02,-0.02,0.89,10206794
-1.33,-0.82,0.02,-0.02,0.89,10210755
-1.33,-0.82,0.02,-0.02,0.89,10214697
-1.33,-0.83,0.02,-0.02,0.89,10218647
-1.33,-0.83,0.02,-0.02,0.89,10222606
-1.33,-0.83,0.02,-0.02,0.89,10226548
-1.33,-0.83,0.02,-0.02,0.89,10230503
-1.33,-0.83,0.02,-0.02,0.89,10234430
-1.33,-0.83,0.01,-0.02,0.89,10238384
-1.33,-0.83,0.01,-0.02,0.89,10242342
-1.33,-0.83,0.01,-0.02,0.89,10246294
-1.33,-0.83,0.01,-0.02,0.89,10250258
-1.33,-0.83,0.01,-0.02,0.89,10254203
-1.33,-0.83,0.01,-0.02,0.89,10258152
-1.33,-0.83,0.02,-0.02,0.89,10262110
-1.33,-0.83,0.02,-0.02,0.89,10266056
-1.33,-0.83,0.01,-0.02,0.89,10270016
-1.33,-0.83,0.01,-0.02,0.89,10273947
-1.33,-0.83,0.01,-0.02,0.89,10277895
-1.33,-0.83,0.01,-0.02,0.89,10281858
-1.33,-0.83,0.01,-0.02,0.89,10285807
-1.33,-0.82,0.01,-0.02,0.89,10289760
-1.33,-0.82,0.01,-0.02,0.89,10293708
-1.33,-0.82,0.00,-0.02,0.89,10297656
-1.33,-0.81,0.01,-0.02,0.89,10301607
-1.33,-0.81,0.00,-0.02,0.89,10305548
-1.33,-0.81,0.00,-0.02,0.89,10309505
-1.33,-0.80,0.00,-0.02,0.89,10313438
-1.33,-0.80,0.01,-0.02,0.89,10317390
-1.33,-0.80,0.01,-0.02,0.89,10321332
-1.33,-0.80,0.01,-0.02,0.89,10325274
-1.33,-0.80,0.01,-0.02,0.89,10329229
-1.33,-0.80,0.01,-0.02,0.89,10333171
-1.32,-0.80,0.01,-0.02,0.89,10337117
-1.32,-0.80,0.01,-0.02,0.89,10341061
-1.32,-0.80,0.01,-0.02,0.89,10345008
-1.32,-0.80,0.01,-0.02,0.89,10348961
-1.32,-0.80,0.01,-0.02,0.89,10352899
-1.32,-0.81,0.02,-0.02,0.89,10356861
-1.32,-0.81,0.02,-0.02,0.89,10360811
-1.32,-0.81,0.02,-0.02,0.89,10364763
-1.33,-0.82,0.02,-0.02,0.89,10368722
-1.33,-0.82,0.02,-0.02,0.89,10372672
-1.33,-0.82,0.02,-0.02,0.89,10376623
-1.33,-0.83,0.02,-0.02,0.89,10380566
-1.33,-0.83,0.02,-0.02,0.89,10384515
-1.33,-0.84,0.02,-0.02,0.90,10388472
-1.33,-0.84,0.02,-0.02,0.90,10392415
-1.33,-0.84,0.02,-0.02,0.89,10396366
-1.33,-0.85,0.02,-0.02,0.89,10400314
-1.33,-0.85,0.02,-0.02,0.90,10404261
-1.33,-0.85,0.02,-0.02,0.89,10408210
-1.33,-0.86,0.02,-0.02,0.89,10412152
-1.33,-0.86,0.02,-0.02,0.89,10416109
-1.33,-0.86,0.02,-0.02,0.89,10420054
-1.33,-0.86,0.02,-0.02,0.90,10424006
-1.33,-0.86,0.02,-0.02,0.89,10427956
-1.33,-0.86,0.02,-0.02,0.89,10431899
-1.33,-0.86,0.02,-0.02,0.89,10435853
-1.33,-0.86,0.01,-0.02,0.89,10439798
-1.33,-0.86,0.01,-0.02,0.89,10443752
-1.33,-0.86,0.01,-0.02,0.89,10447700
-1.33,-0.86,0.01,-0.02,0.89,10451644
-1.33,-0.85,0.01,-0.02,0.89,10455600
-1.33,-0.85,0.00,-0.02,0.89,10459538
-1.33,-0.84,0.00,-0.02,0.89,10463493
-1.34,-0.84,0.00,-0.02,0.89,10467436
-1.34,-0.83,0.00,-0.02,0.89,10471385
-1.34,-0.83,0.00,-0.02,0.89,10475336
-1.34,-0.83,0.00,-0.02,0.89,10479282
-1.34,-0.82,0.00,-0.02,0.89,10483236
-1.34,-0.82,0.00,-0.02,0.89,10487178
-1.34,-0.81,0.00,-0.02,0.89,10491126
-1.34,-0.81,0.00,-0.02,0.89,10495079
-1.34,-0.81,0.01,-0.02,0.89,10499023
-1.34,-0.81,0.01,-0.02,0.89,10502975
-1.34,-0.81,0.01,-0.02,0.89,10506927
-1.34,-0.80,0.01,-0.02,0.89,10510880
-1.34,-0.80,0.01,-0.02,0.89,10514832
-1.34,-0.80,0.01,-0.02,0.89,10518777
-1.34,-0.80,0.01,-0.02,0.89,10522724
-1.34,-0.80,0.01,-0.02,0.89,10526667
-1.34,-0.80,0.01,-0.02,0.89,10530611
-1.34,-0.80,0.01,-0.02,0.89,10534565
-1.34,-0.80,0.01,-0.02,0.89,10538513
-1.34,-0.80,0.01,-0.02,0.89,10542469
-1.34,-0.80,0.01,-0.02,0.89,10546415
-1.34,-0.80,0.01,-0.02,0.89,10550358
-1.34,-0.80,0.02,-0.02,0.89,10554303
-1.34,-0.81,0.02,-0.02,0.89,10558242
-1.34,-0.81,0.02,-0.02,0.90,10562206
-1.34,-0.82,0.02,-0.02,0.90,10566150
-1.34,-0.82,0.02,-0.02,0.89,10570097
-1.34,-0.83,0.03,-0.02,0.89,10574037
-1.34,-0.83,0.03,-0.02,0.89,10577983
-1.34,-0.84,0.03,-0.02,0.89,10581942
-1.34,-0.84,0.03,-0.02,0.89,10585894
-1.33,-0.85,0.03,-0.02,0.89,10589852
-1.33,-0.85,0.03,-0.02,0.89,10593793
-1.33,-0.85,0.02,-0.02,0.89,10597742
-1.33,-0.86,0.02,-0.02,0.89,10601700
-1.33,-0.86,0.02,-0.02,0.89,10605643
-1.33,-0.86,0.02,-0.02,0.89,10609599
-1.33,-0.85,0.01,-0.02,0.89,10613548
-1.33,-0.85,0.01,-0.02,0.89,10617504
-1.33,-0.85,0.01,-0.02,0.89,10621458
-1.33,-0.84,0.00,-0.02,0.89,10625401
-1.33,-0.84,0.00,-0.02,0.89,10629346
-1.33,-0.83,-0.00,-0.02,0.89,10633290
-1.33,-0.83,-0.00,-0.02,0.89,10637247
-1.33,-0.82,-0.00,-0.02,0.89,10641196
-1.33,-0.82,-0.00,-0.02,0.89,10645136
-1.34,-0.81,-0.00,-0.02,0.89,10649093
-1.34,-0.81,0.00,-0.02,0.89,10653036
-1.34,-0.80,0.00,-0.02,0.89,10656985
-1.34,-0.80,0.01,-0.02,0.89,10660936
-1.34,-0.80,0.01,-0.02,0.89,10664879
-1.33,-0.80,0.01,-0.02,0.89,10668838
-1.33,-0.80,0.01,-0.02,0.89,10672776
-1.33,-0.80,0.01,-0.02,0.89,10676724
-1.33,-0.80,0.01,-0.02,0.89,10680679
-1.33,-0.80,0.01,-0.02,0.89,10684618
-1.33,-0.80,0.02,-0.02,0.89,10688574
-1.33,-0.81,0.02,-0.02,0.89,10692520
-1.32,-0.81,0.02,-0.02,0.89,10696474
-1.32,-0.81,0.02,-0.02,0.89,10700434
-1.32,-0.81,0.02,-0.02,0.89,10704374
-1.32,-0.82,0.02,-0.02,0.89,10708329
-1.32,-0.82,0.02,-0.02,0.89,10712277
-1.32,-0.82,0.02,-0.02,0.89,10716232
-1.32,-0.82,0.02,-0.02,0.89,10720185
-1.32,-0.83,0.02,-0.02,0.89,10724134
-1.32,-0.83,0.02,-0.02,0.90,10728086
-1.32,-0.83,0.02,-0.02,0.89,10732024
-1.33,-0.83,0.02,-0.02,0.89,10735978
-1.33,-0.83,0.01,-0.02,0.89,10739923
-1.33,-0.83,0.01,-0.02,0.89,10743873
-1.33,-0.83,0.01,-0.02,0.89,10747831
-1.33,-0.83,0.01,-0.02,0.89,10751778
-1.33,-0.83,0.01,-0.02,0.89,10755738
-1.33,-0.83,0.01,-0.02,0.89,10759683
-1.33,-0.83,0.01,-0.02,0.89,10763629
-1.33,-0.83,0.01,-0.02,0.89,10767582
-1.33,-0.83,0.01,-0.02,0.89,10771524
-1.33,-0.83,0.01,-0.02,0.89,10775483
-1.33,-0.82,0.01,-0.02,0.89,10779435
-1.33,-0.82,0.01,-0.02,0.89,10783386
-1.33,-0.82,0.01,-0.02,0.89,10787345
-1.33,-0.82,0.01,-0.02,0.89,10791296
-1.33,-0.82,0.01,-0.02,0.89,10795255
-1.33,-0.82,0.01,-0.02,0.89,10799201
-1.33,-0.82,0.01,-0.02,0.89,10803154
-1.33,-0.82,0.01,-0.02,0.89,10807115
-1.33,-0.81,0.01,-0.02,0.89,10811059
-1.33,-0.81,0.01,-0.02,0.89,10815015
-1.33,-0.81,0.01,-0.02,0.89,10818963
-1.33,-0.81,0.01,-0.02,0.89,10822918
-1.33,-0.81,0.01,-0.02,0.89,10826873
-1.32,-0.81,0.01,-0.02,0.89,10830814
-1.32,-0.81,0.01,-0.02,0.89,10834766
-1.32,-0.81,0.01,-0.02,0.89,10838709
-1.32,-0.81,0.01,-0.02,0.89,10842660
-1.32,-0.81,0.01,-0.02,0.89,10846610
-1.32,-0.81,0.02,-0.02,0.89,10850555
-1.32,-0.82,0.02,-0.02,0.89,10854508
-1.32,-0.82,0.02,-0.02,0.89,10858448
-1.32,-0.82,0.02,-0.02,0.89,10862407
-1.32,-0.83,0.02,-0.02,0.89,10866354
-1.32,-0.83,0.02,-0.02,0.89,10870303
-1.32,-0.83,0.02,-0.02,0.89,10874260
-1.32,-0.83,0.02,-0.02,0.89,10878200
-1.32,-0.84,0.02,-0.02,0.89,10882159
-1.32,-0.84,0.02,-0.02,0.89,10886104
-1.32,-0.84,0.02,-0.02,0.89,10890057
-1.32,-0.85,0.02,-0.02,0.89,10894014
-1.32,-0.85,0.02,-0.02,0.89,10897957
-1.32,-0.85,0.02,-0.02,0.89,10901912
-1.33,-0.86,0.02,-0.02,0.89,10905852
-1.33,-0.86,0.02,-0.02,0.90,10909795
-1.33,-0.86,0.02,-0.02,0.90,10913748
-1.33,-0.87,0.02,-0.02,0.90,10917690
-1.33,-0.87,0.02,-0.02,0.89,10921648
-1.33,-0.87,0.02,-0.02,0.89,10925595
-1.33,-0.87,0.02,-0.02,0.89,10929545
-1.33,-0.87,0.02,-0.02,0.89,10933499
-1.33,-0.87,0.01,-0.02,0.89,10937451
-1.34,-0.87,0.01,-0.02,0.89,10941412
-1.34,-0.87,0.01,-0.02,0.89,10945356
-1.34,-0.86,0.01,-0.02,0.89,10949310
-1.34,-0.86,0.01,-0.02,0.89,10953272
-1.34,-0.86,0.00,-0.02,0.89,10957216
-1.34,-0.85,0.00,-0.02,0.89,10961174
-1.33,-0.85,0.00,-0.02,0.89,10965113
-1.33,-0.84,0.00,-0.02,0.89,10969062
-1.33,-0.84,-0.00,-0.02,0.89,10973014
-1.33,-0.83,-0.00,-0.02,0.89,10976954
-1.33,-0.83,-0.00,-0.02,0.89,10980906
-1.33,-0.82,-0.00,-0.02,0.89,10984849
-1.33,-0.82,-0.01,-0.02,0.89,10988804
-1.33,-0.81,-0.01,-0.02,0.89,10992762
-1.32,-0.80,-0.01,-0.02,0.89,10996704
-1.32,-0.80,-0.00,-0.02,0.89,11000649
-1.32,-0.80,-0.00,-0.02,0.89,11004589
-1.32,-0.79,-0.00,-0.02,0.89,11008540
-1.32,-0.79,0.00,-0.02,0.89,11012268
-1.32,-0.79,0.00,-0.02,0.89,11016209
-1.32,-0.79,0.01,-0.02,0.89,11020160
-1.32,-0.79,0.01,-0.02,0.89,11024111
-1.32,-0.79,0.01,-0.02,0.89,11028061
-1.32,-0.79,0.01,-0.02,0.89,11032021
-1.32,-0.79,0.01,-0.02,0.89,11035962
-1.31,-0.80,0.02,-0.02,0.89,11039916
-1.31,-0.80,0.02,-0.02,0.89,11043861
-1.31,-0.80,0.02,-0.02,0.89,11047811
-1.31,-0.81,0.02,-0.02,0.89,11051766
-1.31,-0.82,0.02,-0.02,0.89,11055713
-1.31,-0.82,0.03,-0.02,0.89,11059667
-1.31,-0.83,0.03,-0.02,0.89,11063614
-1.31,-0.83,0.03,-0.02,0.89,11067565
-1.31,-0.84,0.03,-0.03,0.90,11071506
-1.32,-0.85,0.03,-0.03,0.90,11075445
-1.32,-0.85,0.03,-0.03,0.90,11079405
-1.32,-0.86,0.03,-0.03,0.90,11083348
-1.32,-0.87,0.03,-0.02,0.90,11087299
-1.32,-0.88,0.04,-0.02,0.89,11091244
-1.32,-0.88,0.04,-0.02,0.89,11095194
-1.32,-0.89,0.04,-0.02,0.89,11099154
-1.32,-0.90,0.03,-0.02,0.89,11103099
-1.32,-0.90,0.03,-0.02,0.89,11107052
-1.32,-0.91,0.03,-0.02,0.89,11110996
-1.32,-0.91,0.03,-0.02,0.89,11114946
-1.32,-0.91,0.03,-0.02,0.89,11118902
-1.32,-0.92,0.03,-0.02,0.89,11122852
-1.32,-0.92,0.02,-0.02,0.89,11126806
-1.33,-0.92,0.02,-0.02,0.89,11130757
-1.33,-0.91,0.02,-0.02,0.89,11134713
-1.33,-0.91,0.01,-0.02,0.89,11138669
-1.33,-0.91,0.01,-0.02,0.89,11142614
-1.33,-0.90,0.01,-0.02,0.89,11146572
-1.33,-0.90,0.01,-0.02,0.89,11150515
-1.33,-0.89,0.00,-0.02,0.89,11154457
-1.33,-0.89,0.00,-0.02,0.89,11158411
-1.33,-0.88,0.00,-0.02,0.89,11162353
-1.34,-0.88,0.00,-0.02,0.89,11166305
-1.34,-0.87,0.00,-0.02,0.89,11170253
-1.34,-0.87,0.00,-0.02,0.89,11174204
-1.34,-0.86,0.00,-0.02,0.89,11178161
-1.34,-0.86,0.00,-0.02,0.89,11182102
-1.34,-0.85,0.00,-0.02,0.89,11186054
-1.34,-0.85,0.00,-0.02,0.89,11190001
-1.34,-0.84,0.00,-0.02,0.89,11193948
-1.33,-0.84,0.00,-0.02,0.89,11197895
-1.33,-0.84,0.00,-0.02,0.89,11201837
-1.33,-0.83,0.00,-0.02,0.89,11205787
-1.33,-0.83,0.00,-0.02,0.89,11209727
-1.34,-0.83,0.01,-0.02,0.89,11213682
-1.34,-0.83,0.01,-0.02,0.89,11217626
-1.34,-0.82,0.01,-0.02,0.89,11221574
-1.33,-0.82,0.01,-0.02,0.89,11225530
-1.33,-0.82,0.01,-0.02,0.89,11229467
-1.33,-0.82,0.01,-0.02,0.89,11233414
-1.33,-0.82,0.01,-0.02,0.89,11237365
-1.33,-0.83,0.02,-0.02,0.89,11241313
-1.33,-0.83,0.02,-0.02,0.90,11245264
-1.33,-0.83,0.02,-0.02,0.89,11249211
-1.33,-0.83,0.02,-0.02,0.89,11253167
-1.33,-0.83,0.02,-0.02,0.89,11257121
-1.33,-0.83,0.02,-0.02,0.89,11261076
-1.33,-0.84,0.02,-0.02,0.89,11265037
-1.33,-0.84,0.02,-0.02,0.89,11268981
-1.34,-0.84,0.02,-0.03,0.89,11272940
-1.34,-0.84,0.01,-0.03,0.89,11276887
-1.34,-0.84,0.01,-0.03,0.89,11280840
-1.34,-0.84,0.01,-0.03,0.89,11284798
-1.35,-0.84,0.01,-0.03,0.89,11288744
-1.35,-0.84,0.01,-0.03,0.89,11292700
-1.35,-0.84,0.02,-0.03,0.89,11296644
-1.35,-0.84,0.01,-0.02,0.89,11300596
-1.35,-0.84,0.01,-0.02,0.89,11304558
-1.35,-0.84,0.01,-0.02,0.89,11308505
-1.35,-0.83,0.01,-0.02,0.89,11312453
-1.35,-0.83,0.01,-0.02,0.89,11316391
-1.35,-0.83,0.01,-0.02,0.89,11320339
-1.35,-0.83,0.01,-0.02,0.89,11324292
-1.35,-0.83,0.01,-0.02,0.89,11328238
-1.35,-0.82,0.00,-0.02,0.89,11332195
-1.35,-0.82,0.00,-0.02,0.89,11336134
-1.36,-0.81,-0.00,-0.02,0.89,11340091
-1.35,-0.81,-0.00,-0.02,0.89,11344041
-1.35,-0.81,0.00,-0.01,0.89,11347983
-1.35,-0.81,0.01,-0.01,0.89,11351939
-1.34,-0.81,0.02,-0.01,0.89,11355883
-1.34,-0.81,0.02,-0.01,0.89,11359842
-1.34,-0.81,0.01,-0.01,0.89,11363792
-1.34,-0.81,0.01,-0.02,0.89,11367736
-1.34,-0.81,0.01,-0.02,0.89,11371691
-1.34,-0.80,0.00,-0.02,0.89,11375631
-1.34,-0.80,0.01,-0.03,0.89,11379587
-1.34,-0.80,0.01,-0.03,0.89,11383530
-1.35,-0.80,0.01,-0.03,0.89,11387483
-1.35,-0.80,0.01,-0.03,0.89,11391437
-1.35,-0.80,0.01,-0.03,0.89,11395375
-1.35,-0.80,0.01,-0.02,0.89,11399326
-1.35,-0.80,0.01,-0.02,0.89,11403271
-1.35,-0.80,0.01,-0.02,0.89,11407221
-1.34,-0.80,0.01,-0.02,0.89,11411175
-1.34,-0.80,0.01,-0.02,0.89,11415117
-1.34,-0.80,0.02,-0.02,0.89,11419072
-1.34,-0.80,0.02,-0.02,0.89,11423014
-1.34,-0.81,0.02,-0.03,0.89,11426965
-1.35,-0.81,0.02,-0.03,0.89,11430925
-1.35,-0.81,0.01,-0.03,0.89,11434871
-1.35,-0.81,0.01,-0.03,0.89,11438823
-1.36,-0.81,0.01,-0.03,0.89,11442774
-1.36,-0.81,0.02,-0.03,0.89,11446732
-1.36,-0.81,0.02,-0.03,0.89,11450686
-1.36,-0.81,0.02,-0.02,0.89,11454625
-1.36,-0.82,0.03,-0.02,0.89,11458587
-1.36,-0.82,0.03,-0.01,0.89,11462530
-1.36,-0.83,0.02,-0.01,0.89,11466480
-1.35,-0.83,0.02,-0.01,0.89,11470431
-1.35,-0.83,0.01,-0.01,0.89,11474370
